GCID,Category Name
rock_music_club,Rockmuziekclub
rock_shop,Stenenwinkel
rodeo,Rodeo
rolled_metal_products_supplier,Leverancier van gewalste metalen producten
roller_coaster,Achtbaan
roller_skating_club,Rolschaatsclub
roller_skating_rink,Rolschaatsbaan
rolls_royce_dealer,Rolls-Royce dealer
roman_restaurant,Romeins restaurant
romanian_restaurant,Roemeens restaurant
roofing_contractor,Dakdekker
roofing_supply_store,Winkel voor dakdekkersbenodigdheden
roommate_referral_service,Bemiddelingsdienst voor kamergenoten
rowing_area,Roeigebied
rowing_club,Roeivereniging
rsl_club,Rsl-club
rubber_products_supplier,Leverancier van rubberproducten
rubber_stamp_store,Winkel voor rubberstempels
rug_store,Tapijtenwinkel
rugby,Rugby
rugby_club,Rugbyclub
rugby_field,Rugbyveld
rugby_league_club,Rugby League-club
rugby_store,Rugbywinkel
running_store,Hardloopwinkel
russian_grocery_store,Russische supermarkt
russian_orthodox_church,Russisch-orthodoxe kerk
russian_restaurant,Russisch restaurant
rustic_furniture_store,Rustieke meubelzaak
rv_dealer,Camperdealer
rv_detailing_service,Verzorgingsservice voor recreatievoertuigen
rv_inspection_service,Inspectieservice voor recreatievoertuigen
rv_park,Camperplaats
rv_rental_agency,Camperverhuurbedrijf
rv_repair_shop,Camperreparatie
rv_storage_facility,Camperstalling
rv_supply_store,Camperwinkel
saab_dealer,Saab-dealer
sacem,Sacem
saddlery,Zadelmakerij
safe_and_vault_shop,Kluizenwinkel
safety_equipment_supplier,Leverancier van veiligheidsapparatuur
sailing_club,Zeilclub
sailing_event_area,Locatie voor zeilevenementen
sailing_school,Zeilschool
sailmaker,Zeilmaker
sake_brewery,Sakebrouwerij
salad_shop,Saladewinkel
salsa_bar,Salsabar
salsa_classes,Salsalessen
salvadoran_restaurant,Salvadoraans restaurant
salvage_dealer,Sloopautohandelaar
salvage_yard,Sloperij
samba_school,Sambaschool
sambo_school,Samboschool
sambodrome,Sambadrome
sand_and_gravel_supplier,Zand- en grindleverancier
sand_plant,Zandgroeve
sandblasting_service,Zandstraalbedrijf
sandwich_shop,Broodjeswinkel
sanitary_inspection,Sanitaire inspectie
sanitation_service,Hygiëneservice
sardinian_restaurant,Sardinisch restaurant
saree_shop,Sariwinkel
satay_restaurant,Saté-restaurant
satellite_communication_service,Satellietcommunicatiebedrijf
saturn_dealer,Saturn-dealer
sauna,Sauna
sauna_club,Saunaclub
sauna_store,Saunawinkel
savings_bank,Spaarbank
saw_mill,Houtzagerij
saw_sharpening_service,Zaagslijperij
scaffolder,Steigerbouwservice
scaffolding_rental_service,Steigerverhuurbedrijf
scale_model_club,Schaalmodelclub
scale_model_shop,Modelbouwwinkel
scale_repair_service,Reparatieservice voor weegschalen
scale_supplier,Leverancier van weegschalen
scandinavian_restaurant,Scandinavisch restaurant
scenic_spot,Panoramisch uitzicht
scenography_company,Scenografiebedrijf
school,School
school_administrator,Schooladministratiekantoor
school_bus_service,Schoolbusdienst
school_center,Schoolcentrum
school_district_office,Schooldistrictkantoor
school_for_the_deaf,Dovenschool
school_house,Schoolhuis
school_lunch_center,Schoolkantine
school_supply_store,Schoolartikelen
science_museum,Wetenschapsmuseum
scientific_equipment_supplier,Leverancier van wetenschappelijke apparatuur
scooter_rental_service,Scooterverhuurbedrijf
scooter_repair_shop,Scooterreparatie
scottish_restaurant,Schots restaurant
scout_hall,Clubhuis voor padvinders
scout_home,Padvindersclubhuis
scouting,Scouting
scrapbooking_store,Scrapbookwinkel
scraping_service_provider,Scraping service provider
screen_printer,Zeefdrukkerij
screen_printing_shop,Zeefdrukwinkel
screen_printing_supply_store,Winkel voor zeefdrukbenodigdheden
screen_repair_service,Voorruitreparatieservice
screen_store,Winkel voor horren en hordeuren
screw_supplier,Leverancier van schroeven
scuba_instructor,Scuba-instructeur
scuba_tour_agency,Organisator scubaduiken
sculpture,Beeldhouwwerk
sculpture_museum,Sculptuurmuseum
seafood_donburi,Donburei-restaurant met vis en zeevruchten
seafood_farm,Vis- en zeevruchtenkwekerij
seafood_market,Vismarkt
seafood_wholesaler,Groothandel in vis en zeevruchten
seal_shop,Zegelwinkel
seaplane_base,Haven voor watervliegtuigen
seasonal_goods_store,Winkel voor seizoensproducten
seat_dealer,Seat-dealer
seating_systems_provider,Zitsysteemleverancier
second_hand_shop,Tweedehandswinkel
secondary_school,School voor het voortgezet onderwijs
security_guard_service,Beveiligingsbedrijf
security_service,Beveiligingsservice
security_system_installer,Installateur van beveiligingssystemen
security_system_supplier,Leverancier van beveiligingssystemen
seed_supplier,Zaadleverancier
seitai,Seitai
self_defense_school,Zelfverdedigingstraining
self_service_car_wash,Selfserviceautowasserij
self_service_health_station,Gezondheidscontrole met zelfbediening
self_storage_facility,Opslagverhuur
semi_conductor_supplier,Leverancier van halfgeleiders
seminary,Seminarie
senior_citizen_center,Dagverblijf voor ouderen
senior_citizens_care_service,Ouderenzorg
senior_high_school,Bovenbouw voortgezet onderwijs
septic_system_service,Service voor septic tanks
serbian_restaurant,Servisch restaurant
serviced_accommodation,Serviceaccommodatie
serviced_apartment,Appartement met service
seventh_day_adventist_church,Zevende-dags Adventisten
sewage_disposal_service,Rioolwaterverwerking
sewage_treatment_plant,Rioolwaterzuiveringsinstallatie
sewing_company,Naaiatelier
sewing_machine_repair_service,Reparatieservice voor naaimachines
sewing_machine_store,Winkel voor naaimachines
sexologist,Seksuoloog
seychelles_restaurant,Seychels restaurant
sfiha_restaurant,Sfiha-restaurant
shabu_shabu_and_sukiyaki_restaurant,Sukiyaki- en shabu shabu-restaurant
shabu_shabu_restaurant,Shabu-shabu restaurant
shan_dong_restaurant,Shandongs restaurant
shanghainese_restaurant,Shanghai-restaurant
shared_use_commercial_kitchen,Gedeelde commerciële keuken
sharpening_service,Slijperij
shawarma_restaurant,Shoarma restaurant
shed_builder,Bouwer van schuurtjes
sheep_shearer,Schaapscheerder
sheepskin_and_wool_products_supplier,Leverancier van schapenvacht- en wolproducten
sheet_metal_contractor,Aannemer voor metaalplaten
sheet_music_store,Bladmuziekwinkel
shelter,Opvanghuis
sheltered_housing,Beschermde huisvesting
shelving_store,Stellingenwinkel
sheriffs_department,Sheriff's Department (politiebureau)
shinto_shrine,Shinto-altaar
shipping_and_mailing_service,Post- en pakketbezorging
shipping_equipment_industry,Branche voor transportbenodigdheden
shipping_service,Verzendservice
shipyard,Scheepswerf
shochu_brewery,Shochu-brouwerij
shoe_factory,Schoenenfabriek
shoe_repair_shop,Schoenmaker
shoe_shining_service,Schoenpoetsservice
shoe_store,Schoenenwinkel
shoe_wholesaler,Schoenengroothandel
shogi_lesson,Shogi-les
shooting_event_area,Locatie voor schietevenement
shooting_range,Schietbaan
shop_supermarket_furniture_store,Meubelwinkel voor winkels en supermarkten
shopfitter,Winkelinrichting
shopping_center,Winkelcentrum
short_term_apartment_rental_agency,Kamerverhuurbedrijf voor kortetermijnverhuur
shower_door_shop,Douchedeurwinkel
showroom,Toonzaal
shredding_service,Versnipperservice
shrimp_farm,Garnalenkwekerij
shrine,Heiligdom
sichuan_restaurant,Sichuan-restaurant
sicilian_restaurant,Siciliaans restaurant
siding_contractor,Aannemer voor gevelbeplating
sightseeing_tour_agency,Organisator van sightseeingtours
sign_shop,Winkel voor naam-/gevelborden
sikh_temple,Gurdwara
silk_plant_shop,Winkel voor zijden planten
silk_store,Zijdewinkel
silversmith,Zilversmid
singaporean_restaurant,Singaporees restaurant
singing_telegram_service,Zingend telegram
single_sex_secondary_school,Gescheiden voortgezet onderwijs
singles_organization,Organisatie voor alleenstaanden
sixth_form_college,Sixthformcollege
skate_sharpening_service,Schaatsenslijperij
skate_shop,Skateboardwinkel
skateboard_park,Skateboardpark
skating_instructor,Skate-instructeur
skeet_shooting_range,Kleiduivenschietbaan
skewer_deep_frying,Kushiage- en kushikatsu-restaurant
ski_club,Ski-club
ski_rental_service,Skiverhuur
ski_repair_service,Skireparatieservice
ski_resort,Skioord
ski_school,Skischool
ski_store,Skiwinkel
skin_care_clinic,Huidverzorgingskliniek
skin_care_products_vending_machine,Verkoopautomaat voor huidverzorgingsproducten
skittle_club,Kegelclub
skoda_dealer,Skoda-dealer
skydiving_center,Skydivecentrum
skylight_contractor,Aannemer voor dakramen
slaughterhouse,Slachthuis
sleep_clinic,Slaapkliniek
small_appliance_repair_service,Reparatie van kleine huishoudelijke apparaten
small_claims_assistance_service,Hulpdienst bij geringe vorderingen
small_engine_repair_service,Reparatie van kleine motoren
small_plates_restaurant,Restaurant met kleine porties
smart_car_dealer,Smartdealer
smart_dealer,Smart-dealer
smart_locker_manufacturer,Fabrikant van slimme kluisjes
smart_shop,Smartshop
smog_inspection_station,Smogmeetstation
smoke_shop,Rookwarenwinkel
snow_removal_service,Sneeuwruimservice
snowboard_rental_service,Snowboardverhuurbedrijf
snowboard_shop,Snowboardwinkel
snowmobile_dealer,Dealer van sneeuwmobielen
snowmobile_rental_service,Sneeuwscooterverhuurbedrijf
soba_noodle_shop,Sobanoedelwinkel
soccer_club,Voetbalclub
soccer_field,Voetbalveld
soccer_practice,Voetbaltraining
soccer_store,Voetbalwinkel
social_club,Sociale club
social_security_attorney,Advocaat socialezekerheidsrecht
social_security_financial_department,Financiële afdeling voor sociale zekerheid
social_security_office,Kantoor voor sociale zekerheid
social_services_organization,Organisatie voor maatschappelijk werk
social_welfare_center,Zorgcentrum
social_worker,Maatschappelijk werker
societe_de_flocage,Societe de Flocage
sod_supplier,Leverancier van graszoden
sofa_store,Zitbankenwinkel
soft_drinks_shop,Frisdrankwinkel
soft_shelled_turtle_dish_restaurant,Suppon-restaurant
softball_club,Softbalclub
softball_field,Softbalveld
software_company,Softwarebedrijf
software_training_institute,Instituut voor softwaretraining
soil_testing_service,Bodemonderzoek
solar_energy_company,Zonne-energiebedrijf
solar_energy_contractor,Service voor zonne-energiesystemen
solar_energy_equipment_supplier,Leverancier van apparatuur voor zonne-energie
solar_hot_water_system_supplier,Leverancier van warmwatersystemen op zonne-energie
solar_panel_maintenance_service,Onderhoudsservice voor zonnepanelen
solar_photovoltaic_power_plant,Energiecentrale met fotovoltaïsche zonnecellen
solid_waste_engineer,Vastafvaltechnicus
soondae_restaurant,Soondaerestaurant
soto_ayam_restaurant,Soto ayam-restaurant
soto_restaurant,Soto restaurant
soul_food_restaurant,Soul Food-restaurant (Afrikaans-Amerikaans)
soup_kitchen,Gaarkeuken
soup_restaurant,Soeprestaurant
south_african_restaurant,Zuid-Afrikaans restaurant
south_american_restaurant,Zuid-Amerikaans restaurant
south_asia_restaurant,Zuid-Aziatisch restaurant
south_east_asian_restaurant,Zuidoost-Aziatisch restaurant
south_indian_restaurant,Zuid-Indiaas restaurant
south_sulawesi_restaurant,Zuid-Sulawesi-restaurant
southern_italian_restaurant,Zuid-Italiaans restaurant
southern_us_restaurant,Southern-restaurant (VS)
southwest_french_restaurant,Zuidwest-Frans restaurant
southwestern_us_restaurant,Southwestern-restaurant (VS)
souvenir_manufacturer,Souvenirfabrikant
souvenir_store,Souvenirwinkel
soy_sauce_maker,Sojasausfabrikant
spa,Wellnesscentrum
spa_and_health_club,Spa- en gezondheidsclub
spa_garden,Wellnesstuin
space_of_remembrance,Herdenkingsplek
spanish_restaurant,Spaans restaurant
special_education_school,School voor speciaal onderwijs
special_educator,Speciaal onderwijzer
specialized_clinic,Gespecialiseerde kliniek
specialized_hospital,Gespecialiseerd ziekenhuis
speech_pathologist,Logopedist
sperm_bank,Spermabank
spices_exporter,Kruiden- en specerijenexporteur
spices_wholesalers,Kruiden- en specerijengroothandel
spiritist_center,Spiritistencentrum
sport_tour_agency,Sport-touroperator
sporting_goods_store,Sportwinkel
sports_accessories_wholesaler,Groothandel in sportaccessoires
sports_bar,Sportcafé
sports_card_store,Sportplaatjeswinkel
sports_complex,Sportcomplex
sports_equipment_rental_service,Verhuurder van sportartikelen
sports_massage_therapist,Sportmasseur
sports_medicine_clinic,Sportmedisch centrum
sports_medicine_physician,Sportarts
sports_memorabilia_store,Sportartikelenwinkel
sports_nutrition_store,Sportvoedingswinkel
sports_school,Sportschool
sportswear_store,Sportkledingwinkel
sportwear_manufacturer,Fabrikant van sportkleding
spring_supplier,Leverancier van springveren
squash_club,Squashclub
squash_court,Squashbaan
sri_lankan_restaurant,Sri Lankaans restaurant
stable,Stal
stage_lighting_equipment_supplier,Leverancier van materiaal voor theaterverlichting
stained_glass_studio,Studio voor gebrandschilderd glas
stainless_steel_plant,Roestvrij staalfabriek
stair_contractor,Installateur van trappen
stall_installation_service,Installatiebedrijf voor kramen
stamp_collectors_club,Filatelievereniging
stamp_shop,Postzegelhandel
stand_bar,Bar met statafels
staple_food_package,Pakket met hoofdvoeding
state_archive,Staatsarchief
state_employment_department,Staatsarbeidsbureau
state_government_office,Staatskantoor
state_liquor_store,Staatsslijterij
state_office_of_education,Overheidsdienst voor onderwijs
state_park,Staatspark
state_parliament,Deelstaatparlement
state_police,Staatspolitie
stationery_manufacturer,Kantoorartikelenfabrikant
statuary,Beeldhouwer
std_clinic,Soakliniek
std_testing_service,Soapolikliniek
steak_house,Steakhouse
steamboat_restaurant,Stoombootrestaurant
steamed_bun_shop,Winkel voor gestoomde broodjes
steel_distributor,Staalgroothandel
steel_fabricator,Staalfabricagebedrijf
steel_framework_contractor,Aannemer voor staalconstructies
steelwork_design_company,Staalwerkontwerpservice
stereo_rental_store,Stereoverhuurbedrijf
stereo_repair_service,Hifi-reparatieservice
stereo_store,Hifi-winkel
sticker_manufacturer,Stickerfabrikant
stitching_class,Naaicursus
stock_broker,Effectenmakelaar
stock_exchange_building,Beursgebouw
stone_carving,Steenhouwen
stone_cutter,Steenhouwer
stone_supplier,Steenleverancier
storage_facility,Opslagbedrijf
store,Winkel
store_equipment_supplier,Leverancier van winkelapparatuur
store_fixture_supplier,Leverancier van winkelinrichtingen
stringed_intrument_maker,Snaarinstrumentenmaker
structural_engineer,Bouwkundig ingenieur
stucco_contractor,Stukadoorsbedrijf
student_career_counseling_office,Studie- en loopbaanadviseur
student_dormitory,Studentenhuis
student_housing_center,Studentenhuisvesting
student_union,Studentenvereniging
students_parents_association,Leerlingen- en ouderraad
students_support_association,Ondersteuningsvereniging voor leerlingen
study_at_home_school,Afstandsonderwijsinstelling
studying_center,Studiecentrum
stylist,Stilist
subaru_dealer,Subaru-dealer
sugar_factory,Suikerfabriek
sukiyaki_restaurant,Sukiyaki-restaurant
summer_camp,Zomerkamp
summer_toboggan_run,Zomerrodelbaan
sundae_restaurant,Sundaerestaurant
sundanese_restaurant,Soendanees restaurant
sunglasses_store,Zonnebrillenwinkel
sunroom_contractor,Aannemer voor serres
super_public_bath,Groot openbaar bad
superannuation_consultant,Pensioenadviseur
superfund_site,Superfund-locatie
supermarket,Supermarkt
support_group,Steungroep
surf_lifesaving_club,Surfende reddingsbrigade
surf_school,Surfschool
surf_shop,Surfwinkel
surgeon,Chirurg
surgical_center,Chirurgenpraktijk
surgical_oncologist,Chirurgisch oncoloog
surgical_products_wholesaler,Groothandel in chirurgische producten
surgical_supply_store,Winkel voor chirurgische artikelen
surinamese_restaurant,Surinaams restaurant
surplus_store,Dumpwinkel
sushi_restaurant,Sushirestaurant
sushi_takeaway,Sushi takeaway
suzuki_dealer,Suzuki-dealer
suzuki_motorcycle_dealer,Suzuki-motorzaak
swabian_restaurant,Zwabisch restaurant
swedish_restaurant,Zweeds restaurant
swim_club,Zwemvereniging
swimming_basin,Zwembassin
swimming_competition,Zwemwedstrijd
swimming_facility,Zwemfaciliteit
swimming_instructor,Zwemleraar
swimming_lake,Zwemplas
swimming_pool,Zwembad
swimming_pool_contractor,Aannemer voor zwembad
swimming_pool_repair_service,Reparatieservice voor zwembaden
swimming_pool_supply_store,Zwembadenwinkel
swimming_school,Zwemschool
swimwear_store,Badmodewinkel
swiss_restaurant,Zwitsers restaurant
synagogue,Synagoge
syrian_restaurant,Syrisch restaurant
t_shirt_store,T-shirtwinkel
tabascan_restaurant,Tabascaans restaurant
table_tennis_club,Tafeltennisclub
table_tennis_facility,Tafeltennisaccommodatie
table_tennis_supply_store,Tafeltenniswinkel
tacaca_restaurant,Tacacá restaurant
tack_shop,Ruitersportwinkel
taco_restaurant,Tacorestaurant
tae_kwon_do_comp_area,Locatie voor taekwondowedstrijden
taekwondo_school,Taekwondoschool
tai_chi_school,Tai Chi-school
taiwanese_restaurant,Taiwanees restaurant
takoyaki_stand,Takoyaki-restaurant
talent_agency,Impresariaat
tamale_shop,Tamale-restaurant
tannery,Looierij
tanning_studio,Zonnestudio
taoist_temple,Taoïstische tempel
tapas_bar,Tapasbar
tapas_restaurant,Tapas restaurant
tata_motors_dealer,Tata Motorsdealer
tatami_store,Tatami-winkel
tattoo_and_piercing_shop,Tattoo- en piercingstudio
tattoo_artist,Tatoeageartiest
tattoo_removal_service,Centrum voor tatoeageverwijdering
tattoo_shop,Tatoeagezaak
tattoo_supply_store,Winkel voor tatoeagebenodigdheden
tax_assessor,Belastingambtenaar
tax_attorney,Fiscaal jurist
tax_collectors_office,Belastingkantoor
tax_consultant,Belastingadviseur
tax_department,Belastingdienst
tax_preparation,Belastingadvies
tax_preparation_service,Belastingaangifte
taxi_service,Taxibedrijf
taxi_stand,Taxistandplaats
taxidermist,Taxidermist
tb_clinic,Tuberculosekliniek
tea_exporter,Thee-exporteur
tea_house,Theehuis
tea_manufacturer,Theefabrikant
tea_market_place,Theemarkt
tea_store,Theewinkel
tea_wholesaler,Theegroothandel
teacher_college,Opleidingsinstituut voor leraren
teachers_housing,Lerarenwoning
technical_school,Technische school
technical_university,Technische universiteit
technology_museum,Technologiemuseum
technology_park,Technologiepark
teeth_whitening_service,Tandenbleekservice
tegal_restaurant,Warung tegal
telecommunication_school,Telecommunicatie-opleiding
telecommunications_contractor,Telecom-installateur
telecommunications_equipment_supplier,Leverancier van telecommunicatieapparatuur
telecommunications_service_provider,Telefoonmaatschappij
telemarketing_service,Telemarketingservice
telephone_answering_service,Telefoonbeantwoording
telephone_company,Telefoonbedrijf
telephone_exchange,Telefooncentrale
telescope_store,Telescoopwinkel
television_repair_service,Tv-reparatieservice
television_station,Televisiezender
temaki_restaurant,Temaki restaurant
tempura_bowl_restaurants,Tempura donburi-restaurant
tempura_dish_restaurant,Tempura-restaurant
tenant_ownership,Huurderseigendom
tenants_union,Huurdersvereniging
tennis_club,Tennisvereniging
tennis_court,Tennisbaan
tennis_court_construction_company,Bouwbedrijf voor tennisbanen
tennis_instructor,Tennisleraar
tennis_store,Tenniswinkel
tent_rental_service,Tentverhuurbedrijf
teppan_grill_restaurant,Teppanyaki-restaurant
tesla_showroom,Tesla showroom
test_preparation_center,Examenvoorbereidingscentrum
tex_mex_restaurant,Texmexrestaurant
textile_engineer,Textielingenieur
textile_exporter,Textielexporteur
textile_mill,Textielfabriek
thai_massage_therapist,Thaise massage
thai_restaurant,Thais restaurant
theater_supply_store,Winkel voor theaterbenodigdheden
theatrical_costume_supplier,Theaterkostuumleverancier
theme_park,Themapark
thermal_baths,Thermaal kuuroord
thermal_energy_company,Producent van thermische energie
thread_supplier,Garenleverancier
threads_and_yarns_wholesaler,Groothandel voor draad en garen
three_d_printing_service,3D-printservice
thrift_store,Kringloopwinkel
thuringian_restaurant,Thürings restaurant
tibetan_restaurant,Tibetaans restaurant
ticket_office,Ticketbureau
tiffin_center,Tiffin restaurant
tiki_bar,Tiki bar
tile_cleaning_service,Tegelreinigingsservice
tile_contractor,Tegelzetter
tile_manufacturer,Tegelfabrikant
tile_store,Tegelwinkel
timeshare_agency,Agentschap voor gedeeld eigendom van vakantiewoningen
tire_manufacturer,Bandenfabrikant
tire_repair_shop,Bandenreparatiewerkplaats
tire_service,Bandenservice
tire_shop,Bandenwinkel
title_company,Eigendomsrechtkantoor
toast_restaurant,Toast restaurant
tobacco_shop,Tabakswinkel
tobacco_supplier,Tabaksleverancier
tofu_restaurant,Tofurestaurant
tofu_shop,Tofuwinkel
toiletries_store,Winkel voor toiletbenodigdheden
toll_road_rest_stop,Stopplaats langs tolweg
toll_station,Tolhuisje
toner_cartridge_supplier,Leverancier van toner
tongue_restaurant,Tong restaurant
tonkatsu_restaurant,Tonkatsu-restaurant
tool_and_die_shop,Matrijzenmaker
tool_manufacturer,Gereedschapsfabrikant
tool_rental_service,Gereedschapverhuurbedrijf
tool_repair_shop,Gereedschapreparatie
tool_store,Gereedschapwinkel
tool_wholesaler,Groothandel in gereedschappen
toolroom,Gereedschapskamer
topography_company,Topografisch bedrijf
topsoil_supplier,Leverancier van teelaarde
tortilla_shop,Tortillawinkel
tour_agency,Excursiebedrijf
tour_operator,Touroperator
tourist_attraction,Toeristische attractie
tourist_information_center,Toeristische informatie
tower_communication_service,Communicatietoren
towing_equipment_provider,Leverancier van voertuigsleepapparatuur
towing_service,Bergingsbedrijf
townhouse_complex,Herenhuiscomplex
toy_library,Speelgoedbibliotheek
toy_manufacturer,Speelgoedfabrikant
toy_museum,Speelgoedmuseum
toy_store,Speelgoedwinkel
toyota_dealer,Toyota-dealer
tractor_dealer,Tractorverkoper
tractor_repair_shop,Tractorreparatie
trade_fair_construction_company,Bouwbedrijf voor handelsbeurzen
trade_school,Vakopleiding
trading_card_store,Verzamelplaatjeswinkel
traditional_costume_club,Club voor traditionele kostuums
traditional_kostume_store,Winkel voor traditionele kostuums
traditional_market,Traditionele markt
traditional_teahouse,Traditioneel theehuis
traditional_us_american_restaurant,Traditioneel-Amerikaans restaurant
traffic_officer,Verkeerspolitie
trailer_dealer,Caravandealer
trailer_manufacturer,Caravanfabrikant
trailer_rental_service,Caravanverhuurbedrijf
trailer_repair_shop,Caravanreparatie
trailer_supply_store,Winkel voor caravanbenodigdheden
train_depot,Treindepot
train_repairing_center,Treinreparatiecentrum
train_ticket_agency,Verkooppunt voor treinkaartjes
train_ticket_counter,Treinkaartjesloket
train_yard,Rangeerterrein
training_center,Trainingscentrum
transcription_service,Transcriptieservice
transit_depot,Depot
translator,Vertaalservice
transmission_shop,Transmissiewinkel
transplant_surgeon,Transplantatiechirurg
transportation_escort_service,Vervoersbegeleiding
transportation_service,Vervoer
travel_agency,Reisbureau
travel_clinic,Reisvaccinatiekliniek
tree_farm,Boomkwekerij
tree_service,Boomverzorging
trial_attorney,Rechtbankadvocaat
tribal_headquarters,Hoofdkwartier van indianenstam
triumph_motorcycle_dealer,Triumph-motorzaak
trophy_shop,Sportprijzenwinkel
tropical_fish_store,Winkel voor tropische vissen
truck_accessories_store,Vrachtwagenaccessoires
truck_dealer,Vrachtwagendealer
truck_parts_supplier,Truckonderdelenleverancier
truck_rental_agency,Vrachtwagenverhuurbedrijf
truck_repair_shop,Vrachtwagenreparatie
truck_stop,Wegrestaurant
truck_topper_supplier,Leverancier van laadbakoverkappingen voor pick-uptrucks
trucking_company,Transportbedrijf
trucking_school,Rijschool voor vrachtwagens
truss_manufacturer,Fabrikant van spanten
trust_bank,Trust bank
tsukigime_parking_lot,Tsukigime parkeerplaats
tune_up_supplier,Leverancier van tuningproducten
tunisian_restaurant,Tunesisch restaurant
turf_supplier,Turfleverancier
turkish_restaurant,Turks restaurant
turkmen_restaurant,Turkmeens restaurant
turnery,Draaierij
tuscan_restaurant,Toscaans restaurant
tutoring_service,Bijles
tuxedo_shop,Smokingwinkel
typewriter_repair_service,Reparatieservice voor typemachines
typewriter_supplier,Leverancier van typemachines
typing_service,Typeservice
udon_noodle_shop,Restaurant voor udon-noedels
ukrainian_restaurant,Oekraïens restaurant
unagi_restaurant,Unagi-restaurant
underwear_store,Ondergoedwinkel
unfinished_furniture_store,Winkel voor onafgewerkte meubels
uniform_store,Winkel voor uniformen
unitarian_universalist_church,Unitarian Universalist Church
united_church_of_canada,United Church of Canada
united_church_of_christ,United Church of Christ
united_methodist_church,United Methodist Church
united_states_armed_forces_base,Basis van de Amerikaanse strijdkrachten
unity_church,Unity Church
university,Universiteit
university_department,Faculteit
university_hospital,Universitair medisch centrum
university_library,Universiteitsbibliotheek
upholstery_cleaning_service,Reinigingsbedrijf voor meubelbekleding
upholstery_shop,Stofferingszaak
urban_planning_department,Afdeling stadsplanning
urgent_care_center,Centrum voor dringende medische hulp
urologist,Uroloog
urology_clinic,Urologiekliniek
uruguayan_restaurant,Uruguayaans restaurant
us_pacific_northwest_restaurant,Pacific Northwest-restaurant (VS)
used_appliance_store,Winkel voor tweedehands huishoudelijke apparaten
used_auto_parts_store,Winkel voor tweedehands auto-onderdelen
used_bicycle_shop,Winkel voor tweedehands fietsen
used_book_store,Winkel voor tweedehands boeken
used_car_dealer,Dealer van tweedehands auto's
used_cd_store,Winkel voor tweedehands cd's
used_clothing_store,Winkel voor tweedehands kleding
used_computer_store,Winkel voor tweedehands computers
used_furniture_store,Winkel voor tweedehands meubels
used_game_store,Winkel voor tweedehands games
used_motorcycle_dealer,Dealer van tweedehands motorfietsen
used_musical_instrument_store,Winkel voor tweedehands muziekinstrumenten
used_office_furniture_store,Winkel voor tweedehands kantoormeubilair
used_tire_shop,Winkel voor tweedehands banden
used_truck_dealer,Dealer van tweedehands vrachtwagens
utility_contractor,Aannemer voor nutsbedrijf
utility_trailer_dealer,Dealer van aanhangwagens
uyghur_cuisine_restaurant,Oeigoers restaurant
uzbek_restaurant,Oezbeeks restaurant
vacation_home_rental_agency,Verhuurbedrijf voor vakantiehuizen
vacuum_cleaner_repair_shop,Stofzuigerreparateur
vacuum_cleaner_store,Stofzuigerwinkel
vacuum_cleaning_system_supplier,Leverancier van stofzuigsystemen
valencian_restaurant,Valenciaans restaurant
valet_parking_service,Valetparking
van_rental_agency,Verhuurbedrijf voor busjes en kleine vrachtwagens
vaporizer_store,E-sigaretten en accessoires
variety_store,Goedkope winkel
vascular_surgeon,Vaatchirurg
vastu_consultant,Vastu-adviseur
vcr_repair_service,Reparatieservice voor videorecorders
vegan_restaurant,Veganistisch restaurant
vegetable_wholesale_market,Groentegroothandel
vegetable_wholesaler,Groentengroothandel
vegetarian_restaurant,Vegetarisch restaurant
vehicle_exporter,Exporteur van voertuigen
vehicle_inspection,Keuringsbedrijf voor voertuigen
vehicle_shipping_agent,Voertuigentransporteur
vehicle_wrapping_service,Autobestickering
velodrome,Velodroom
vending_machine_supplier,Leverancier van verkoopautomaten
venereologist,Venereoloog
venetian_restaurant,Venetiaans restaurant
venezuelan_restaurant,Venezolaans restaurant
ventilating_equipment_manufacturer,Fabrikant van ventilatieapparatuur
venture_capital_company,Durfkapitaalbedrijf
veterans_affairs_department,Ministerie van Veteranenzaken
veterans_center,Centrum voor veteranen
veterans_hospital,Veteranenziekenhuis
veterans_organization,Veteranenorganisatie
veterinarian,Dierenarts
veterinary_pharmacy,Veterinaire apotheek
video_arcade,Speelhal
video_camera_repair_service,Reparatieservice voor videocamera's
video_conferencing_equipment_supplier,Leverancier van apparatuur voor videovergaderingen
video_conferencing_service,Videoconferentieservice
video_duplication_service,Videoduplicatieservice
video_editing_service,Videobewerkingsservice
video_equipment_repair_service,Reparatieservice voor videoapparatuur
video_game_rental_kiosk,Kiosk voor videogameverhuur
video_game_rental_store,Winkel voor videogameverhuur
video_game_store,Videogamewinkel
video_karaoke,Videokaraoke
video_production_service,Videoproductieservice
video_store,Videowinkel
vietnamese_restaurant,Vietnamees restaurant
villa,Villa
village_hall,Dorpshuis
vineyard,Wijngaard
vineyard_church,Vineyard Church
vintage_clothing_store,Winkel voor vintage kleding
vinyl_sign_shop,Vinyl bordenwinkel
violin_shop,Vioolwinkel
virtual_office_rental,Verhuur van virtuele kantoren
visa_and_passport_office,Visum- en paspoortkantoor
visa_consultant,Visumadviesservice
visitor_center,Bezoekerscentrum
vitamin_and_supplements_store,Vitamine- en supplementenwinkel
vocal_instructor,Zangcoach
vocational_gymnasium_school,Berufliches Gymnasium
vocational_secondary_school,Middelbare beroepsschool
